pl_name,hostname,sy_snum,sy_pnum,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
WASP-103 b,WASP-103,1,1,2014,SuperWASP,0.925542,0.000019,-0.000019,0,0.01985,0.00021,-0.00021,0,17.127,0.818,-0.527,0,473.547,27.968,-27.968,0,Mass,6110,160,-160,0,1.44,0.05,-0.03,0,1.22,0.04,-0.04,0,[Fe/H],4.22,0.12,-0.05,0,16h37m15.57s,249.3148604,+07d11m00.15s,7.1833758,375.647,,
K2-164 b,K2-164,1,1,2018,K2,17.355066,0.004097,-0.003808,0,,,,,3.249,0.515,-0.413,0,10.6,,,0,M-R relationship,5791,50,-50,0,2.2,0.31,-0.25,0,1.18,0.09,-0.06,0,[Fe/H],3.81,0.1,-0.1,0,11h27m44.08s,171.933659,-00d03m46.26s,-0.0628488,375.67,7.713,-7.414
HD 216536 b,HD 216536,1,1,2015,McDonald Observatory,148.60001,0.7,-0.7,0,0.61,0.06,-0.06,0,13.8,,,0,333.7215,127.132,-127.132,0,Msini,4639,45,-45,0,9.83,1.28,-1.28,0,0.81,0.44,-0.44,0,[Fe/H],2.36,0.21,-0.21,0,22h53m03.98s,343.2665641,+44d28m39.83s,44.4777303,376.233,3.7745,-3.7745
WASP-118 b,WASP-118,1,1,2016,SuperWASP,4.0460435,0.0000044,-0.0000044,0,0.05453,0.00048,-0.00048,0,16.141,0.404,-0.404,0,163.36462,6.3566,-6.3566,0,Mass,6410,125,-125,0,1.7,0.03,-0.03,0,1.32,0.04,-0.04,0,[Fe/H],4.1,0.01,-0.01,0,01h18m12.14s,19.5505861,+02d42m10.02s,2.7027847,376.658,11.199,-10.58
KOI-142 b,KOI-142,1,3,2013,Kepler,10.91647,0.00014,-0.00014,0,0.095822,,,0,3.438,0.075,-0.075,0,9.5,1.1,-1.1,0,Mass,5466,60,-60,0,0.9,0.02,-0.02,0,0.99,0.02,-0.02,0,[Fe/H],4.53,0.03,-0.02,0,19h24m35.54s,291.1481028,+40d40m09.89s,40.669413,376.863,2.01,-1.991
KOI-142 c,KOI-142,1,3,2013,Kepler,22.26492,0.00067,-0.00067,0,0.154121,,,0,14,,,0,214.1,5.2,-5.2,0,Mass,5466,60,-60,0,0.9,0.02,-0.02,0,0.99,0.02,-0.02,0,[Fe/H],4.53,0.03,-0.02,0,19h24m35.54s,291.1481028,+40d40m09.89s,40.669413,376.863,2.01,-1.991
Kepler-88 d,KOI-142,1,3,2020,W. M. Keck Observatory,1403,14,-14,0,2.46633,,,0,13.1,,,0,965.147,44.0067,-44.0067,0,Msin(i)/sin(i),5466,60,-60,0,0.9,0.02,-0.02,0,0.99,0.02,-0.02,0,[Fe/H],4.53,0.03,-0.02,0,19h24m35.54s,291.1481028,+40d40m09.89s,40.669413,376.863,2.01,-1.991
Kepler-1173 b,Kepler-1173,1,1,2016,Kepler,0.7698536,0.0000012,-0.0000012,0,0.0157,,,0,0.89,0.23,-0.07,0,0.64,,,0,M-R relationship,5252,92.48,-116.76,0,0.82,0.06,-0.04,0,0.86,0.04,-0.05,0,[Fe/H],4.55,0.03,-0.07,0,19h32m31.48s,293.1311803,+45d39m48.30s,45.6634153,377.06,2.3975,-2.3975
TOI-5218 b,TOI-5218,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),4.291452,0.000004,-0.000004,0,0.0469,0.0006,-0.0006,0,9.86,0.39,-0.39,0,657,,,1,Mass,4230,88,-88,0,0.71,0.02,-0.02,0,0.74,0.03,-0.03,0,[Fe/H],4.63,0.05,-0.05,0,19h30m39.23s,292.6634642,+71d45m46.66s,71.7629612,377.483,3.627,-3.627
K2-74 b,K2-74,1,1,2016,K2,19.5666,0.0033,-0.0033,0,0.1402,0.0015,-0.0015,0,2.31,0.19,-0.19,0,5.95,,,0,M-R relationship,6060,86,-86,0,0.98,0.06,-0.06,0,0.96,0.03,-0.03,0,[Fe/H],4.44,0.06,-0.06,0,22h39m40.63s,339.9192984,-08d42m52.45s,-8.7145697,377.822,6.802,-6.57
Kepler-1096 b,Kepler-1096,1,1,2016,Kepler,2.89221751,0.000006,-0.000006,0,0.034,,,0,1.24,0.37,-0.08,0,2.07,,,0,M-R relationship,4306,53.07,-39.79,0,0.63,0.02,-0.03,0,0.66,0.03,-0.03,0,[Fe/H],4.66,0.02,-0.02,0,19h38m50.27s,294.7094688,+45d58m10.39s,45.9695533,377.976,4.1455,-4.1455
Kepler-547 b,Kepler-547,1,1,2016,Kepler,6.01038429,0.00000157,-0.00000157,0,0.058,,,0,4,0.13,-0.31,0,15.1,,,0,M-R relationship,4828,40.1,-46.81,0,0.73,0.02,-0.04,0,0.78,0.03,-0.04,0,[Fe/H],4.61,0.02,-0.03,0,19h04m28.46s,286.1185888,+44d20m42.74s,44.3452063,378.972,3.978,-3.896
Kepler-252 b,Kepler-252,1,2,2014,Kepler,6.668391,0.000031,-0.000031,0,0.058,,,0,1.23,0.12,-0.12,0,2.04,,,0,M-R relationship,4208,150,-150,0,0.55,0.03,-0.03,0,0.61,0.01,-0.01,0,[Fe/H],4.72,0.2,-0.2,0,19h42m19.04s,295.579329,+44d32m45.26s,44.5459052,379.424,3.512,-3.45
Kepler-252 c,Kepler-252,1,2,2014,Kepler,10.848463,0.000015,-0.000015,0,0.08,,,0,2.15,0.13,-0.13,0,5.27,,,0,M-R relationship,4208,150,-150,0,0.55,0.03,-0.03,0,0.61,0.01,-0.01,0,[Fe/H],4.72,0.2,-0.2,0,19h42m19.04s,295.579329,+44d32m45.26s,44.5459052,379.424,3.512,-3.45
WASP-120 b,WASP-120,1,1,2016,SuperWASP,3.6112706,0.0000043,-0.0000043,0,0.0514,0.0007,-0.0007,0,16.511,1.076,-1.076,0,1541.4755,66.7443,-66.7443,0,Mass,6450,120,-120,0,1.87,0.11,-0.11,0,1.39,0.06,-0.06,0,[Fe/H],4.04,0.05,-0.05,0,04h10m27.86s,62.6160813,-45d53m53.68s,-45.8982434,381.174,3.23,-3.177
Kepler-1524 b,Kepler-1524,1,1,2016,Kepler,70.9674603,0.0001723,-0.0001723,0,0.3392,,,0,3.54,1.47,-0.54,0,12.3,,,0,M-R relationship,6179,148.99,-210.53,0,1.25,0.52,-0.19,0,1.17,0.18,-0.1,0,[Fe/H],4.31,0.11,-0.24,0,19h35m32.49s,293.8853557,+39d31m11.41s,39.5198348,381.773,3.344,-3.288
K2-217 b,K2-217,1,1,2018,K2,14.074524,0.000994,-0.000938,0,,,,,3.579,0.698,-0.485,0,12.5,,,0,M-R relationship,5967,50,-50,0,1.33,0.2,-0.17,0,1.1,0.05,-0.04,0,[Fe/H],4.17,0.1,-0.1,0,00h45m11.61s,11.2983678,+06d28m53.72s,6.4815879,381.878,7.649,-7.36
Kepler-45 b,Kepler-45,1,1,2011,Kepler,2.455239,0.000004,-0.000004,0,0.03,,,0,10.76,1.23,-1.23,0,160.497,28.604,-28.604,0,Mass,3820,90,-90,0,0.55,0.11,-0.11,0,0.59,0.06,-0.06,0,[Fe/H],4.7,0.2,-0.2,0,19h31m29.50s,292.8729292,+41d03m51.02s,41.0641727,381.949,6.3825,-6.3825
Kepler-484 b,Kepler-484,1,1,2016,Kepler,10.04556931,0.0000072,-0.0000072,0,0.0896,,,0,2.28,0.07,-0.05,0,5.82,,,0,M-R relationship,5668,54.61,-48.74,0,0.87,0.02,-0.02,0,0.96,0.02,-0.03,0,[Fe/H],4.54,0.01,-0.01,0,18h57m34.63s,284.3942844,+46d14m56.80s,46.2491109,382.136,2.819,-2.779
Kepler-951 b,Kepler-951,2,1,2016,Kepler,71.52530845,0.00008419,-0.00008419,0,0.3091,,,0,5.59,0.24,-0.26,0,26.7,,,0,M-R relationship,4834,86.05,-91.65,0,0.73,0.03,-0.03,0,0.77,0.04,-0.04,0,[Fe/H],4.6,0.02,-0.04,0,19h10m57.02s,287.7375794,+38d06m52.74s,38.1146488,382.509,3.467,-3.406
NGTS-20 b,NGTS-20,1,1,2022,Transiting Exoplanet Survey Satellite (TESS),54.18915,0.00015,-0.00015,0,0.313,0.013,-0.013,0,11.994,0.448,-0.448,0,947.12865,50.85255,-47.67426,0,Mass,5980,80,-80,0,1.78,0.05,-0.05,0,1.47,0.09,-0.09,0,[Fe/H],3.8,0.2,-0.2,0,03h05m10.23s,46.2926368,-21d56m01.13s,-21.9336472,382.898,7.433,-7.159
Kepler-1525 b,Kepler-1525,1,1,2016,Kepler,2.41660118,0.00000528,-0.00000528,0,0.036,,,0,0.91,0.06,-0.04,0,0.693,,,0,M-R relationship,5748,70.33,-66.29,0,1.04,0.06,-0.04,0,1.07,0.03,-0.03,0,[Fe/H],4.44,0.03,-0.04,0,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.989,3.111,-3.063
WASP-31 b,WASP-31,1,1,2010,SuperWASP,3.4059096,0.000005,-0.000005,0,0.04659,0.00035,-0.00035,0,17.363,0.56,-0.56,0,151.916,9.217,-9.217,0,Mass,6302,102,,0,1.25,0.03,-0.03,0,1.16,0.03,,0,[Fe/H],4.31,0.07,-0.08,0,11h17m45.33s,169.4388603,-19d03m17.20s,-19.0547781,383.829,6.437,-6.231
TOI-4582 b,TOI-4582,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),31.034,0.001,-0.001,0,,,,,10.536,1.009,-1.345,0,168.44906,15.89142,-15.89142,0,Mass,5190,100,-100,0,2.5,0.1,-0.1,0,1.34,0.06,-0.06,0,[Fe/H],3.77,0.04,-0.04,0,17h07m26.43s,256.8601374,+68d51m56.25s,68.8656263,383.846,3.628,-3.562
Kepler-321 b,Kepler-321,1,2,2014,Kepler,4.915379,0.00001,-0.00001,0,0.057,,,0,1.77,0.34,-0.34,0,3.78,,,0,M-R relationship,5740,100,-100,0,1.19,0.23,-0.23,0,1.03,0.03,-0.03,0,[M/H],4.3,0.15,-0.15,0,19h37m48.89s,294.4536991,+44d08m44.75s,44.1457626,384.542,3.389,-3.331
Kepler-321 c,Kepler-321,1,2,2014,Kepler,13.093921,0.000024,-0.000024,0,0.11,,,0,2.32,0.45,-0.45,0,5.99,,,0,M-R relationship,5740,100,-100,0,1.19,0.23,-0.23,0,1.03,0.03,-0.03,0,[M/H],4.3,0.15,-0.15,0,19h37m48.89s,294.4536991,+44d08m44.75s,44.1457626,384.542,3.389,-3.331
Kepler-353 b,Kepler-353,2,2,2014,Kepler,5.795278,0.000055,-0.000055,0,0.051,,,0,0.89,0.06,-0.06,0,0.64,,,0,M-R relationship,3903,100,-100,0,0.5,0.02,-0.02,0,0.55,0.01,-0.01,0,[Fe/H],4.75,0.1,-0.1,0,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749,384.694,4.945,-4.945
Kepler-353 c,Kepler-353,2,2,2014,Kepler,8.410894,0.000039,-0.000039,0,0.065,,,0,1.38,0.07,-0.07,0,2.48,,,0,M-R relationship,3903,100,-100,0,0.5,0.02,-0.02,0,0.55,0.01,-0.01,0,[Fe/H],4.75,0.1,-0.1,0,19h47m25.57s,296.8565596,+41d45m29.07s,41.7580749,384.694,4.945,-4.945
Kepler-174 b,Kepler-174,1,3,2014,Kepler,13.98179,0.000024,-0.000024,0,0.1,,,0,1.96,0.11,-0.11,0,4.5,,,0,M-R relationship,4880,126,-126,0,0.62,0.03,-0.03,0,0.6,0.02,-0.02,0,[M/H],4.68,0.15,-0.15,0,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.757,2.684,-2.684
Kepler-174 c,Kepler-174,1,3,2014,Kepler,44.000529,0.000265,-0.000265,0,0.214,,,0,1.49,0.09,-0.09,0,2.83,,,0,M-R relationship,4880,126,-126,0,0.62,0.03,-0.03,0,0.6,0.02,-0.02,0,[M/H],4.68,0.15,-0.15,0,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.757,2.684,-2.684
Kepler-174 d,Kepler-174,1,3,2014,Kepler,247.35373,0.002001,-0.002001,0,0.677,,,0,2.19,0.13,-0.13,0,5.43,,,0,M-R relationship,4880,126,-126,0,0.62,0.03,-0.03,0,0.6,0.02,-0.02,0,[M/H],4.68,0.15,-0.15,0,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.757,2.684,-2.684
Kepler-144 b,Kepler-144,1,2,2014,Kepler,5.885273,0.00002,-0.00002,0,0.066,,,0,1.33,0.26,-0.26,0,2.33,,,0,M-R relationship,6075,131,-131,0,1.24,0.24,-0.24,0,1.15,0.02,-0.02,0,[M/H],4.29,0.15,-0.15,0,18h47m39.75s,281.9156128,+42d46m31.99s,42.7755535,384.917,3.263,-3.21
Kepler-144 c,Kepler-144,1,2,2014,Kepler,10.104665,0.000043,-0.000043,0,0.094,,,0,1.35,0.26,-0.26,0,2.39,,,0,M-R relationship,6075,131,-131,0,1.24,0.24,-0.24,0,1.15,0.02,-0.02,0,[M/H],4.29,0.15,-0.15,0,18h47m39.75s,281.9156128,+42d46m31.99s,42.7755535,384.917,3.263,-3.21
Kepler-316 b,Kepler-316,1,2,2014,Kepler,2.240508,0.000006,-0.000006,0,0.027,,,0,1.06,0.11,-0.11,0,1.2,,,0,M-R relationship,4204,200,-200,0,0.52,0.05,-0.05,0,0.59,0.01,-0.01,0,[Fe/H],4.74,0.3,-0.3,0,19h23m18.20s,290.825835,+44d11m02.04s,44.1838993,384.938,3.914,-3.837
Kepler-316 c,Kepler-316,1,2,2014,Kepler,6.827766,0.000034,-0.000034,0,0.058,,,0,1.16,0.12,-0.12,0,1.65,,,0,M-R relationship,4204,200,-200,0,0.52,0.05,-0.05,0,0.59,0.01,-0.01,0,[Fe/H],4.74,0.3,-0.3,0,19h23m18.20s,290.825835,+44d11m02.04s,44.1838993,384.938,3.914,-3.837
Kepler-221 b,Kepler-221,1,4,2014,Kepler,2.795906,0.000004,-0.000004,0,0.037,,,0,1.71,0.17,-0.17,0,3.57,,,0,M-R relationship,5243,100,-100,0,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0,[M/H],4.54,0.15,-0.15,0,19h46m37.14s,296.6547477,+46d50m06.81s,46.8352242,385.231,2.8335,-2.8335
Kepler-221 c,Kepler-221,1,4,2014,Kepler,5.690586,0.000004,-0.000004,0,0.059,,,0,2.93,0.27,-0.27,0,15.1,10.1,-6.7,0,Mass,5243,100,-100,0,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0,[M/H],4.54,0.15,-0.15,0,19h46m37.14s,296.6547477,+46d50m06.81s,46.8352242,385.231,2.8335,-2.8335
Kepler-221 d,Kepler-221,1,4,2014,Kepler,10.04156,0.000011,-0.000011,0,0.087,,,0,2.73,0.25,-0.25,0,7.9,,,0,M-R relationship,5243,100,-100,0,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0,[M/H],4.54,0.15,-0.15,0,19h46m37.14s,296.6547477,+46d50m06.81s,46.8352242,385.231,2.8335,-2.8335
Kepler-221 e,Kepler-221,1,4,2014,Kepler,18.369917,0.000029,-0.000029,0,0.13,,,0,2.63,0.25,-0.25,0,7.41,,,0,M-R relationship,5243,100,-100,0,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0,[M/H],4.54,0.15,-0.15,0,19h46m37.14s,296.6547477,+46d50m06.81s,46.8352242,385.231,2.8335,-2.8335
Kepler-1759 b,Kepler-1759,1,1,2021,Kepler,3.7202301,,,0,0.0429,,,0,0.904,,,0,0.676,,,0,M-R relationship,5017,151,-151,0,0.8,0.08,-0.09,0,0.76,0.1,-0.06,0,[Fe/H],4.52,0.09,-0.09,0,19h53m51.75s,298.4656275,+48d33m33.60s,48.5593334,385.348,3.148,-3.099
HATS-76 b,HATS-76,1,1,2021,HATSouth,1.9416423,0.0000014,-0.0000014,0,0.02658,0.00021,-0.00029,0,12.094,0.347,-0.347,0,835.57088,28.28673,-28.28673,0,Mass,4016,17,-17,0,0.63,0.01,-0.01,0,0.66,0.02,-0.02,0,[Fe/H],4.67,0.02,-0.02,0,04h41m21.54s,70.3397665,-32d19m13.50s,-32.3204175,385.689,5.7415,-5.7415
Kepler-510 b,Kepler-510,1,1,2016,Kepler,19.55659418,0.00003606,-0.00003606,0,0.135146,,,0,2.47,0.23,-0.12,0,6.66,,,0,M-R relationship,5746,66.6,-58.76,0,1.41,0.06,-0.05,0,0.91,0.06,-0.05,0,[Fe/H],4.09,0.01,-0.01,0,19h10m37.20s,287.6550196,+39d14m39.02s,39.2441716,386.177,3.778,-3.707
WASP-36 b,WASP-36,2,1,2011,SuperWASP,1.53736596,0.00000024,-0.00000024,0,0.02677,0.00028,-0.00028,0,14.874,0.235,-0.235,0,750.39663,22.2481,-22.2481,0,Mass,5959,134,-134,0,0.99,0.01,-0.01,0,1.08,0.03,-0.03,0,[Fe/H],4.49,0.01,-0.01,0,08h46m19.29s,131.5803897,-08d01m37.15s,-8.0269855,386.346,5.261,-5.123
Kepler-1536 b,Kepler-1536,1,1,2016,Kepler,364.758031,0.00582,-0.00582,0,0.8507,,,0,3.14,0.36,-0.53,0,10,,,0,M-R relationship,4434,69.95,-76.77,0,0.67,0.03,-0.04,0,0.71,0.04,-0.05,0,[Fe/H],4.64,0.02,-0.02,0,19h26m20.46s,291.5852554,+45d42m57.15s,45.7158742,387.248,4.6545,-4.6545
Kepler-658 b,Kepler-658,1,1,2016,Kepler,1.28707676,0.00000119,-0.00000119,0,0.0188,,,0,1.63,0.06,-0.06,0,3.29,,,0,M-R relationship,4103,39.35,-37.36,0,0.6,0.02,-0.02,0,0.63,0.02,-0.03,0,[Fe/H],4.68,0.01,-0.01,0,18h51m56.07s,282.983621,+47d34m42.20s,47.5783897,388.384,5.092,-4.965
Kepler-120 b,Kepler-120,1,2,2014,Kepler,6.312501,0.000008,-0.000008,0,0.055,,,0,2.15,0.17,-0.17,0,8.5,9.7,-7.5,0,Mass,4096,150,-150,0,0.53,0.03,-0.03,0,0.65,0.01,-0.01,0,[Fe/H],4.73,0.2,-0.2,0,19h11m33.98s,287.8915707,+39d20m20.75s,39.3390979,388.63,3.24,-3.187
Kepler-120 c,Kepler-120,1,2,2014,Kepler,12.794585,0.000044,-0.000044,0,0.088,,,0,1.53,0.09,-0.09,0,2.96,,,0,M-R relationship,4096,150,-150,0,0.53,0.03,-0.03,0,0.65,0.01,-0.01,0,[Fe/H],4.73,0.2,-0.2,0,19h11m33.98s,287.8915707,+39d20m20.75s,39.3390979,388.63,3.24,-3.187
Kepler-621 b,Kepler-621,1,1,2016,Kepler,2.62811375,0.00000177,-0.00000177,0,0.031,,,0,2.3,0.07,-0.19,0,5.9,,,0,M-R relationship,4521,73.87,-51.47,0,0.68,0.02,-0.02,0,0.72,0.02,-0.03,0,[Fe/H],4.63,0.01,-0.02,0,19h23m42.54s,290.927245,+39d54m50.82s,39.9141166,389,14.239,-15.58
Kepler-1361 b,Kepler-1361,1,1,2016,Kepler,3.57554956,0.00002329,-0.00002329,0,0.0431,,,0,0.86,0.12,-0.12,0,0.566,,,0,M-R relationship,5131,55.23,-57.72,0,0.79,0.04,-0.04,0,0.83,0.04,-0.04,0,[Fe/H],4.57,0.03,-0.06,0,18h54m15.69s,283.5653603,+46d54m15.22s,46.9042278,389.143,2.095,-2.095
Kepler-1055 b,Kepler-1055,1,1,2016,Kepler,2.29503623,0.00000347,-0.00000347,0,0.0331,,,0,1.23,0.07,-0.06,0,2.04,,,0,M-R relationship,5723,76.28,-61.68,0,0.94,0.04,-0.04,0,0.98,0.03,-0.04,0,[Fe/H],4.49,0.03,-0.04,0,19h21m56.83s,290.4867838,+44d55m57.15s,44.932541,389.397,2.463,-2.433
Kepler-991 b,Kepler-991,1,1,2016,Kepler,82.5342519,0.0003449,-0.0003449,0,0.3104,,,0,2.54,0.13,-0.12,0,6.99,,,0,M-R relationship,4392,55.21,-44.76,0,0.61,0.02,-0.02,0,0.64,0.03,-0.03,0,[Fe/H],4.67,0.01,-0.02,0,19h48m21.73s,297.0905543,+49d37m35.35s,49.6264867,389.561,3.851,-3.777
HATS-51 b,HATS-51,1,1,2017,HATSouth,3.3488702,0.0000039,-0.0000039,0,0.04639,0.00077,-0.00077,0,15.805,2.13,-2.13,0,244.09344,14.30235,-14.30235,0,Mass,5758,58,-58,0,1.44,0.18,-0.18,0,1.19,0.06,-0.06,0,,4.2,0.09,-0.09,0,06h51m23.38s,102.8474248,-29d03m31.16s,-29.0586551,389.57,3.949,-3.872
K2-213 b,K2-213,1,1,2018,K2,8.13087,0.001771,-0.001799,0,,,,,1.514,0.298,-0.21,0,2.9,,,0,M-R relationship,5794,50,-50,0,1.2,0.17,-0.13,0,1.07,0.06,-0.04,0,[Fe/H],4.25,0.1,-0.1,0,00h52m33.70s,13.1403998,+03d30m27.97s,3.5077702,389.702,6.94,-6.704
TOI-3023 b,TOI-3023,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),3.9014971,0.0000031,-0.0000031,0,0.0505,0.0015,-0.0009,0,16.432,0.482,-0.359,0,197.05361,31.78284,-28.60456,0,Mass,5760,85,-88,0,1.67,0.05,-0.03,0,1.12,0.11,-0.06,0,[Fe/H],4.05,0.02,-0.02,0,11h01m15.80s,165.3158231,-72d21m24.14s,-72.3567044,389.916,3.196,-3.146
Kepler-969 b,Kepler-969,1,2,2016,Kepler,34.1731714,0.00007358,-0.00007358,0,0.2027,,,0,2.07,0.05,-0.05,0,4.94,,,0,M-R relationship,5214,44.63,-40.68,0,0.82,0.01,-0.01,0,0.92,0.02,-0.02,0,[Fe/H],4.57,0.01,-0.01,0,19h13m29.40s,288.3724989,+47d56m00.83s,47.9335642,390.354,2.572,-2.572
Kepler-969 c,Kepler-969,1,2,2016,Kepler,1.6829346,0.00000293,-0.00000293,0,0.0272,,,0,0.99,0.02,-0.05,0,0.937,,,0,M-R relationship,5214,44.63,-40.68,0,0.82,0.01,-0.01,0,0.92,0.02,-0.02,0,[Fe/H],4.57,0.01,-0.01,0,19h13m29.40s,288.3724989,+47d56m00.83s,47.9335642,390.354,2.572,-2.572
Kepler-540 b,Kepler-540,1,1,2016,Kepler,172.7049784,0.0005356,-0.0005356,0,0.5886,,,0,2.71,0.38,-0.26,0,7.8,,,0,M-R relationship,5946,77.07,-63.84,0,1.08,0.15,-0.1,0,1.02,0.06,-0.05,0,[Fe/H],4.38,0.09,-0.11,0,19h22m30.00s,290.6249953,+44d52m25.59s,44.8737757,390.374,3.992,-3.914
TOI-5616 b,TOI-5616,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),2.002849,0.000004,-0.000004,0,0.0272,0.0003,-0.0003,0,10.78,0.54,-0.47,0,624,,,1,Mass,3996,88,-88,0,0.65,0.02,-0.02,0,0.67,0.03,-0.03,0,[Fe/H],4.67,0.05,-0.05,0,12h19m36.39s,184.9016378,+48d40m59.84s,48.6832895,390.415,5.8005,-5.8005
TOI-5153 b,TOI-5153,1,1,2022,Transiting Exoplanet Survey Satellite (TESS),20.33003,0.00007,-0.00007,0,0.158,0.006,-0.006,0,11.882,0.448,-0.448,0,1036.12061,57.20911,-54.03083,0,Mass,6300,80,-80,0,1.4,0.04,-0.04,0,1.24,0.07,-0.07,0,[Fe/H],4.3,0.15,-0.15,0,06h06m09.68s,91.5403204,-19d57m12.40s,-19.9534443,390.484,4.507,-4.407
Kepler-1726 b,Kepler-1726,1,1,2021,Kepler,18.39629936,,,0,0.1306,,,0,2.509,,,0,6.84,,,0,M-R relationship,5316,106,-106,0,0.8,0.08,-0.04,0,0.88,0.04,-0.06,0,[Fe/H],4.57,0.02,-0.08,0,18h57m32.68s,284.3861498,+45d43m11.04s,45.7197342,390.552,2.066,-2.045
HAT-P-37 b,HAT-P-37,1,1,2011,HATNet,2.797436,0.000007,-0.000007,0,0.0379,0.0006,-0.0006,0,13.204,0.863,-0.863,0,371.528,32.735,-32.735,0,Mass,5500,100,,0,0.88,0.06,,0,0.93,0.04,,0,,4.51,0.05,-0.04,0,18h57m11.05s,284.2960393,+51d16m08.84s,51.2691212,390.594,2.723,-2.686
Kepler-139 b,Kepler-139,1,4,2014,Kepler,15.771044,0.000037,-0.000037,0,0.127,,,0,2.94,0.57,-0.57,0,5.2879,2.10559,-2.10559,0,Msini,5594,100,-100,0,1.3,0.25,-0.25,0,1.08,0.03,-0.03,0,[Fe/H],4.25,0.15,-0.15,0,18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167,391.038,4.238,-4.149
Kepler-139 c,Kepler-139,1,4,2014,Kepler,157.072878,0.00172,-0.00172,0,0.586,,,0,3.38,0.69,-0.69,0,23.2558,4.72883,-4.72883,0,Msini,5594,100,-100,0,1.3,0.25,-0.25,0,1.08,0.03,-0.03,0,[Fe/H],4.25,0.15,-0.15,0,18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167,391.038,4.238,-4.149
Kepler-139 d,Kepler-139,1,4,2023,Kepler,7.30569992,,,0,0.075553,,,0,1.695,0.061,-0.061,0,4.65808,2.00176,-2.00176,0,Msini,5622,53,-53,0,1.1,0.05,-0.04,0,1.08,0.03,-0.03,0,[M/H],4.35,0.08,-0.06,0,18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167,391.038,4.238,-4.149
Kepler-139 e,Kepler-139,1,4,2023,W. M. Keck Observatory,2047.635373,65.623783,-65.623783,0,3.235796,,,0,13.6,,,0,426.11582,42.68704,-42.68704,0,Msini,5622,53,-53,0,1.05,0.05,-0.04,0,1.08,0.03,-0.03,0,[Fe/H],4.35,0.08,-0.06,0,18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167,391.038,4.238,-4.149
Kepler-1672 b,Kepler-1672,1,1,2020,Kepler,150.878,,,0,0.5726,,,0,2.97,,,0,9.11,,,0,M-R relationship,6131.95,129.6,-113.8,0,1.09,0.05,-0.06,0,1.16,0.19,-0.13,0,[M/H],4.43,0.09,-0.08,0,19h51m45.62s,297.9400971,+40d16m42.80s,40.2785566,391.181,4.512,-4.411
K2-280 b,K2-280,1,1,2018,K2,19.89526,0.00028,-0.00028,0,0.1461,0.0099,-0.0097,0,7.5,0.44,-0.44,0,37.1,5.6,-5.6,0,Mass,5500,100,-100,0,1.28,0.07,-0.07,0,1.03,0.03,-0.03,0,[Fe/H],4.21,0.05,-0.05,0,19h26m22.89s,291.5953596,-22d14m51.75s,-22.2477071,391.537,7.494,-7.223
Kepler-507 b,Kepler-507,1,1,2016,Kepler,3.56809693,0.00000707,-0.00000707,0,0.047794,,,0,1.3,0.24,-0.17,0,5.69692,1.46658,-1.46658,0,Msini,6113,66.08,-67.92,0,1.32,0.24,-0.17,0,1.16,0.07,-0.05,0,[Fe/H],4.26,0.11,-0.12,0,19h48m04.51s,297.0188074,+50d24m32.57s,50.409046,391.644,3.246,-3.195
K2-293 b,K2-293,1,1,2019,K2,13.1225,0.0011,-0.0012,0,,,,,2.45,0.35,-0.25,0,6.57,,,0,M-R relationship,5532,78,-78,0,0.95,0.09,-0.06,0,0.96,0.04,-0.03,0,[M/H],4.52,0.13,-0.13,0,23h26m25.56s,351.6064952,-06d01m40.46s,-6.0279068,392.251,6.767,-6.546
